orgnr_frtk,nkode1,ansatte_antall,navn,naerk_tekst
961802008,96.030,13.0,ABBEDISSEN BEGRAVELSESBYRÅ AS,Begravelsesbyråvirksomhet og drift av kirkegårder og krematorier
987238259,26.510,23.0,ABBON AS,"Produksjon av måle-, kontroll- og navigasjonsinstrumenter"
981363019,21.200,267.0,ABBOTT DIAGNOSTICS TECHNOLOGIES AS,Produksjon av farmasøytiske preparater
991729666,46.460,11.0,ABBOTT MEDICAL NORWAY AS,Engroshandel med sykepleie- og apotekvarer
957212158,46.460,51.0,ABBOTT NORGE AS,Engroshandel med sykepleie- og apotekvarer
998085497,46.460,62.0,ABBVIE AS,Engroshandel med sykepleie- og apotekvarer
962201776,46.432,18.0,ABC AUDIOVISUELL TEKNIKK AS,Engroshandel med radio og fjernsyn
894973552,43.210,14.0,ABC ELEKTRO AS,Elektrisk installasjonsarbeid
979324421,78.200,55.0,ABC PERSONELL VIKAR OG REKRUTTERINGSBYRÅ AS,Utleie av arbeidskraft
998769086,81.210,7.0,ABC RENHOLD & SERVICE AS,Rengjøring av bygninger
982964806,81.210,22.0,ABC RENHOLD AS,Rengjøring av bygninger
994498096,74.103,5.0,ABC SENTRALEN,"Interiørarkitekt, interiørdesign og interiørkonsulentvirksomhet"
980176185,63.120,61.0,ABC STARTSIDEN AS,Drift av web-portaler
984259360,43.210,12.0,ABC SVAKSTRØM SARPSBORG AS,Elektrisk installasjonsarbeid
897039052,86.230,4.0,ABC TANNKLINIKKEN AS,Tannhelsetjenester
954053024,85.530,8.0,ABC TRAFIKKSKOLE AS,Trafikkskoleundervisning
898716422,47.710,8.0,ABC UNDERTØY AS,Butikkhandel med klær
913287053,47.591,10.0,ABC-MØBLER AS,Butikkhandel med møbler
996207935,88.991,63.0,ABCENT AS,Barneverntjenester
914313902,41.200,121.0,ABCHUS AS,Oppføring av bygninger
914853214,41.200,196.0,ABCHUS ENTREPRENØR AS,Oppføring av bygninger
921956851,71.129,8.0,ABD ELEKTRO AS,Annen teknisk konsulentvirksomhet
991482148,43.221,8.0,ABD RØRSERVICE AS,Rørleggerarbeid
895811572,86.211,7.0,ABDALY SPESIALIST ALLMENNMEDISIN AS,Allmenn legetjeneste
980399621,86.230,5.0,ABELGÅRDEN TANNKLINIKK AS,Tannhelsetjenester
983489060,94.110,28.0,ABELIA,Næringslivs- og arbeidsgiverorganisasjoner
919739304,66.290,10.0,ABELTUN & PARTNERE AS,Andre tjenester tilknyttet forsikringsvirksomhet og pensjonskasser
891036442,68.320,2.0,ABELVÆR SLIP AS,Eiendomsforvaltning
980402320,46.460,26.0,ABENA HYGIENE AS,Engroshandel med sykepleie- og apotekvarer
982261414,68.320,24.0,ABERDEEN STANDARD INVESTMENTS NORWAY AS,Eiendomsforvaltning
995366479,87.901,4.0,ABERIA AS,Institusjoner innen barne- og ungdomsvern
939429417,87.909,324.0,ABERIA AVLASTNING /BPA AS,Omsorgsinstitusjoner ellers
914985838,88.991,31.0,ABERIA FMU AS,Barneverntjenester
983369731,87.901,96.0,ABERIA JENTESPRANGET AS,Institusjoner innen barne- og ungdomsvern
950990449,87.302,99.0,ABERIA OMSORG AS,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet
984331584,87.901,259.0,ABERIA UNG AS,Institusjoner innen barne- og ungdomsvern
883603362,66.120,76.0,ABG SUNDAL COLLIER ASA,Verdipapirmegling
976052560,43.210,90.0,ABICON ELEKTRO AS,Elektrisk installasjonsarbeid
991075682,45.112,15.0,ABIL AS,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
937794878,43.210,22.0,ABILDSØ ELEKTRISKE AS,Elektrisk installasjonsarbeid
981225767,86.902,3.0,ABILDSØ FYSIO- OG MANUELLTERAPI AS,Fysioterapitjeneste
979837895,68.209,10.0,ABILDSØ GÅRD AS,Utleie av egen eller leid fast eiendom ellers
992070609,86.211,3.0,ABILDSØ LEGEKONTOR DA,Allmenn legetjeneste
936869335,46.460,22.0,ABILIA AS,Engroshandel med sykepleie- og apotekvarer
917507414,43.210,11.0,ABITERA ELEKTRO AS,Elektrisk installasjonsarbeid
959651094,46.740,125.0,ABK AS,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr"
991297499,78.200,87.0,ABK BEMANNING AS,Utleie av arbeidskraft
990711224,43.221,2.0,ABK RØRSERVICE AS,Rørleggerarbeid
991326804,62.010,12.0,ABLE MAGIC AS,Programmeringstjenester
911970058,47.710,5.0,ABLEGØY PARTYSPESIALISTEN AS,Butikkhandel med klær
915108598,72.190,14.0,ABLY MEDICAL AS,Annen forskning og annet utviklingsarbeid innen naturvitenskap og teknikk
935546478,18.130,23.0,ABM AS,Ferdiggjøring før trykking og publisering
986361642,43.210,37.0,ABMAS ELEKTRO AS,Elektrisk installasjonsarbeid
995550164,64.920,27.0,"ABN AMRO BANK N.V., OSLO BRANCH",Annen kredittgivning
997863933,43.990,2.0,ABO HØVELSERVICE AS,Annen spesialisert bygge- og anleggsvirksomhet
897978032,71.121,2.0,ABO OPPMÅLING AS,Byggeteknisk konsulentvirksomhet
879951542,71.112,34.0,ABO PLAN & ARKITEKTUR AS,Arkitekttjenester vedrørende byggverk
917495637,71.112,14.0,ABO PLAN & ARKITEKTUR STORD AS,Arkitekttjenester vedrørende byggverk
922798079,45.112,12.0,ABOBIL.NO AS,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
915331262,43.210,9.0,ABOT AS,Elektrisk installasjonsarbeid
971596929,69.201,24.0,ABR REGNSKAPSPARTNER AS,Regnskap og bokføring
995075385,46.740,12.0,ABRA BESLAG AS,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr"
917441324,88.911,33.0,ABRA CADABRA BARNEHAGE AS,Barnehager
987747633,69.201,22.0,ABRA REGNSKAP AS,Regnskap og bokføring
996872084,69.201,4.0,ABRA REGNSKAP OG RÅDGIVNING AS,Regnskap og bokføring
813801752,56.101,17.0,ABRAHAMSEN RESTAURANTDRIFT AS,Drift av restauranter og kafeer
987781513,88.911,7.0,ABRAKADABRA BARNEHAGE AS,Barnehager
989214071,88.101,276.0,ABRI DIALOGUE AS,Hjemmehjelp
896357522,46.630,16.0,ABS-MASKIN AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
888348972,46.732,34.0,ABS-PARKETTGRUPPEN NORGE AS,Engroshandel med trelast
912484483,62.020,3.0,ABSNET AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
918602305,41.200,11.0,ABSOLUTT BETONGSAGING AS,Oppføring av bygninger
993843482,81.210,2.0,ABSOLUTT RENHOLD AS,Rengjøring av bygninger
898436772,81.210,17.0,ABSOLUTT RENT AS,Rengjøring av bygninger
993298166,25.110,21.0,ABT BYGG AS,Produksjon av metallkonstruksjoner og deler
994745433,69.201,7.0,ABUTVIKLING AS,Regnskap og bokføring
912673197,70.220,8.0,ABYRINT AS,Bedriftsrådgivning og annen administrativ rådgivning
987097876,03.213,97.0,ABYSS AQUA AS,Tjenester tilknyttet hav- og kystbasert fiskeoppdrett
999254632,03.213,6.0,ABYSS GROUP AS,Tjenester tilknyttet hav- og kystbasert fiskeoppdrett
999529593,09.109,13.0,ABYSS SUBSEA AS,Andre tjenester tilknyttet utvinning av råolje og naturgass
988035769,43.210,1.0,AC INSTALLASJON AS,Elektrisk installasjonsarbeid
988512761,69.201,3.0,AC REGNSKAP DA,Regnskap og bokføring
998642906,47.789,1.0,ACA ALWAYS CLEAN AIR AS,Butikkhandel ikke nevnt annet sted
992332018,78.200,71.0,ACADEMIC WORK HR SERVICE NORWAY AS,Utleie av arbeidskraft
990574693,78.200,692.0,ACADEMIC WORK NORWAY AS,Utleie av arbeidskraft
989500422,43.341,18.0,ACADEMICA MALERENTREPRENØREN AS,Malerarbeid
967021512,46.520,8.0,ACAL BFI NORWAY,Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler
913371119,47.789,3.0,ACALIS AS,Butikkhandel ikke nevnt annet sted
983903495,58.290,15.0,ACAMS AS,Utgivelse av annen programvare
979191138,62.020,296.0,ACANDO AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
997023536,62.020,5.0,ACANDO ÅLESUND AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
915113737,82.990,41.0,ACAPO AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
981894529,62.020,3.0,ACCELERATE AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
992037601,62.020,1120.0,ACCENTURE AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
912517012,62.020,21.0,ACCENTURE SERVICES AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
982315387,43.210,3.0,ACCEPT ELEKTRO OG AUTOMASJON AS,Elektrisk installasjonsarbeid
966000155,81.210,121.0,ACCEPT SERVICE PARTNER AS,Rengjøring av bygninger
998419816,69.201,6.0,ACCEPTOR ACCOUNTING AS,Regnskap og bokføring
994419110,69.202,8.0,ACCEPTOR REVISJON AS,Revisjon
912274780,52.230,10.0,ACCESS OSLO AS,Andre tjenester tilknyttet lufttransport
914890519,42.130,19.0,ACCIONA CONSTRUCCION S.A.,Bygging av bruer og tunneler
914890896,42.130,407.0,ACCIONA INFRAESTRUCTURAS AND GHELLA ANS,Bygging av bruer og tunneler
989746111,69.201,11.0,ACCOMODO REGNSKAP AS,Regnskap og bokføring
915136613,46.769,18.0,ACCON AS,Engroshandel med innsatsvarer ikke nevnt annet sted
979758936,25.110,26.0,ACCORD GLASSBYGG AS,Produksjon av metallkonstruksjoner og deler
997696565,69.201,8.0,ACCOUNT REGNSKAP AS,Regnskap og bokføring
945274476,69.201,17.0,ACCOUNT-IT AS,Regnskap og bokføring
879738342,70.220,4.0,ACCOUNTONLINE AS,Bedriftsrådgivning og annen administrativ rådgivning
981947843,69.201,228.0,ACCOUNTOR AS,Regnskap og bokføring
981001338,82.910,5.0,ACCOUNTOR CREDIT AS,Inkasso- og kredittopplysningsvirksomhet
937188420,69.201,24.0,ACCOUNTOR EID AS,Regnskap og bokføring
999287654,62.010,3.0,ACCOUNTOR FINAGO AS,Programmeringstjenester
959378371,69.201,6.0,ACCOUNTOR FOSEN AS,Regnskap og bokføring
932764636,69.201,20.0,ACCOUNTOR FØRDE AS,Regnskap og bokføring
980333108,69.201,25.0,ACCOUNTOR GJØVIK AS,Regnskap og bokføring
879580382,69.201,36.0,ACCOUNTOR GLOPPEN AS,Regnskap og bokføring
935362504,69.201,11.0,ACCOUNTOR HADELAND NITTEDAL AS,Regnskap og bokføring
925947210,69.201,23.0,ACCOUNTOR HAMAR AS,Regnskap og bokføring
916952929,69.201,2.0,ACCOUNTOR TRAINING AS,Regnskap og bokføring
988847798,69.201,11.0,ACCOUNTOR VALDRES OG LAND AS,Regnskap og bokføring
892480702,78.200,137.0,ACCURATE CARE AS,Utleie av arbeidskraft
898734242,71.129,8.0,ACE OIL TOOLS AS,Annen teknisk konsulentvirksomhet
967034681,47.750,352.0,ACE SHOPS AS,Butikkhandel med kosmetikk og toalettartikler
995284766,43.990,1.0,ACE WINCHES NORGE AS,Annen spesialisert bygge- og anleggsvirksomhet
988233315,30.115,89.0,ACEL AS,Innrednings- og installasjonsarbeid utført på skip over 100 br.tonn
951741205,94.991,17.0,ACEM,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted
971587202,46.510,8.0,ACER COMPUTER NORWAY AS,"Engroshandel med datamaskiner, tilleggsutstyr til datamaskiner samt programvare"
980430596,62.020,50.0,ACHILLES INFORMATION AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
928836851,46.421,27.0,ACLIMA AS,Engroshandel med klær
958827393,47.599,9.0,ACME INTERIØR AS,Butikkhandel med innredningsartikler ikke nevnt annet sted
921711182,73.200,77.0,ACNIELSEN NORGE AS,Markeds- og opinionsundersøkelser
996342778,43.120,45.0,ACO ANLEGG AS,Grunnarbeid
997657020,46.739,8.0,ACO NORDIC AS,Engroshandel med byggevarer ikke nevnt annet sted
999137504,81.210,31.0,ACO RENGJØRING AS,Rengjøring av bygninger
995914921,62.010,4.0,ACOBIAFLUX AS,Programmeringstjenester
984113005,71.129,30.0,ACONA AS,Annen teknisk konsulentvirksomhet
986998055,69.201,5.0,ACONTE ØKONOMI Liv Marit By,Regnskap og bokføring
919030151,74.101,5.0,ACOUSTIX AS,"Industridesign, produktdesign og annen teknisk designvirksomhet"
939778241,43.210,20.0,ACR elektro AS,Elektrisk installasjonsarbeid
987777095,43.330,26.0,ACRYLICON INDUSTRIGULV AS,Gulvlegging og tapetsering
970974423,43.330,15.0,ACRYLICON MIDT- OG VEST- NORGE AS,Gulvlegging og tapetsering
968833073,43.990,19.0,ACRYLICON NORD-NORGE AS,Annen spesialisert bygge- og anleggsvirksomhet
964198950,46.739,3.0,ACRYLICON NORGE AS,Engroshandel med byggevarer ikke nevnt annet sted
985400792,43.330,27.0,ACRYLICON ROGALAND AS,Gulvlegging og tapetsering
912278174,43.210,12.0,ACS ELEKTROAUTOMASJON AS,Elektrisk installasjonsarbeid
987840846,69.201,9.0,ACS FINANS AS,Regnskap og bokføring
985432414,43.222,37.0,ACSENTERET AS,Kuldeanlegg- og varmepumpearbeid
994256696,43.222,46.0,ACSENTERET BUTIKKER AS,Kuldeanlegg- og varmepumpearbeid
995659891,43.221,10.0,ACSENTERET TRONDHEIM AS,Rørleggerarbeid
959569452,46.693,22.0,ACT LOGIMARK AS,Engroshandel med maskiner og utstyr til industri ellers
983596428,88.914,20.0,ACTA BARN OG UNGE I NORMISJON,Fritidsklubber for barn og ungdom
989866982,47.710,5.0,ACTA NON VERBA A/S,Butikkhandel med klær
879438462,93.130,468.0,ACTIC NORGE AS,Treningssentre
981187326,81.101,1.0,ACTICON AS,Vaktmestertjenester
997656954,55.101,28.0,ACTIF SPORTELL LIMITED,"Drift av hoteller, pensjonater og moteller med restaurant"
893938192,82.990,7.0,ACTIO IP AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
984122624,49.410,45.0,ACTION TRANSPORT AS,Godstransport på vei
971437790,88.995,19.0,ACTIS - RUSFELTETS SAMARBEIDSORGAN,Sosiale velferdsorganisasjoner
991955771,56.101,2.0,ACTIV DRIFT AS,Drift av restauranter og kafeer
914308437,49.420,14.0,ACTIV TRANSPORT & FLYTTEBYRÅ AS,Flyttetransport
995767813,46.421,218.0,ACTIVE BRANDS AS,Engroshandel med klær
980480771,93.130,78.0,ACTIVE FAMILY AS,Treningssentre
977057043,86.902,2.0,ACTIVE FYSIOTERAPI OG MANUELLTERAPI AS,Fysioterapitjeneste
988737542,55.101,29.0,ACTIVE HOTEL AS,"Drift av hoteller, pensjonater og moteller med restaurant"
999144950,49.410,16.0,ACTIVE TRANSPORT SERVICE AS,Godstransport på vei
982957370,78.200,97.0,ACTIVEPEOPLE AS,Utleie av arbeidskraft
913407067,70.220,7.0,ACTIVEPEOPLE NORWAY AS,Bedriftsrådgivning og annen administrativ rådgivning
989265938,86.211,2.0,ACTIVIA LEGESENTER AS,Allmenn legetjeneste
920757626,82.202,6.0,ACTIVO AS,Telefonsalg
913270940,69.201,6.0,ACTIVREGNSKAP AS,Regnskap og bokføring
981052293,68.320,5.0,ACTOR AS,Eiendomsforvaltning
960637402,43.990,15.0,ACUSTO AS,Annen spesialisert bygge- og anleggsvirksomhet
947130552,16.232,12.0,ACUSTO INNREDNING AS,Produksjon av bygningsartikler
988690341,70.220,2.0,ACUSTUS HOLDING AS,Bedriftsrådgivning og annen administrativ rådgivning
964854173,25.620,26.0,ACUSTUS SVEIS AS,Bearbeiding av metaller
815610652,69.100,1.0,AD ARMA ADVOKATFIRMA AS,Juridisk tjenesteyting
964802424,46.739,1.0,AD METAM AS,Engroshandel med byggevarer ikke nevnt annet sted
981063112,73.110,10.0,AD. MOMENT AS,Reklamebyråer
817469752,62.020,12.0,ADACT AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
994251937,96.020,2.0,ADAM DAME OG HERRE FRISØR ABIR MOHAMMED IBRAHIM,Frisering og annen skjønnhetspleie
987661739,96.020,120.0,ADAM OG EVA FRISØR AS,Frisering og annen skjønnhetspleie
922437688,47.111,9.0,ADAMS BUTIKK AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
920189512,56.101,18.0,ADAMSTUEN SUSHI N WOK AS,Drift av restauranter og kafeer
917131198,62.010,6.0,ADAPTIVA AS,Programmeringstjenester
929320611,88.994,27.0,ADAPTOR AS,Varig tilrettelagt arbeid
996868656,46.460,8.0,ADAPTOR HJELPEMIDLER AS,Engroshandel med sykepleie- og apotekvarer
995221608,62.010,2.0,ADATO AS,Programmeringstjenester
991678891,46.431,17.0,ADAX AS,Engroshandel med elektriske husholdningsapparater og -maskiner
989049135,86.230,12.0,ADB OSLO PRIVATE TANNLEGEVAKT AS,Tannhelsetjenester
919497653,69.201,6.0,ADB REGNSKAP AS,Regnskap og bokføring
938683913,69.201,12.0,ADB-SENTERET AS,Regnskap og bokføring
983847412,46.460,11.0,ADCARE AS,Engroshandel med sykepleie- og apotekvarer
977318912,78.100,1.0,ADCOMMITTO AS,Rekruttering og formidling av arbeidskraft
991977651,71.129,3.0,ADD ENERGY GROUP AS,Annen teknisk konsulentvirksomhet
976179544,78.200,6.0,ADD UPSTREAM AS,Utleie av arbeidskraft
962238742,71.129,5.0,ADD WELLFLOW AS,Annen teknisk konsulentvirksomhet
916925506,46.499,2.0,ADD-ON AS,Engroshandel med husholdningsvarer og varer til personlig bruk ikke nevnt annet sted
988774677,20.140,56.0,ADDCON NORDIC AS,Produksjon av andre organiske kjemiske råvarer
914445426,69.201,2.0,ADDENDO CONSULTING AS,Regnskap og bokføring
990652546,69.201,3.0,ADDERE REGNSKAP AS,Regnskap og bokføring
992564113,70.220,29.0,ADDOVATION AS,Bedriftsrådgivning og annen administrativ rådgivning
885807542,78.200,47.0,ADDPERSONA AS,Utleie av arbeidskraft
976145178,61.200,46.0,ADDSECURE AS,Trådløs telekommunikasjon
917790671,82.202,18.0,ADDUP AS,Telefonsalg
984134029,88.101,17.0,ADEA AS,Hjemmehjelp
920348114,78.200,28.0,ADECCO BUSINESS SOLUTIONS AS,Utleie av arbeidskraft
987794828,78.200,341.0,ADECCO HELSE AS,Utleie av arbeidskraft
987794666,78.200,409.0,ADECCO MANAGEMENT NORGE AS,Utleie av arbeidskraft
935333156,78.200,7297.0,ADECCO NORGE AS,Utleie av arbeidskraft
959934924,78.200,1880.0,ADECCO SOLUTIONS AS,Utleie av arbeidskraft
995238128,56.101,3.0,ADELE PIZZERIA ITALIANA HIHN,Drift av restauranter og kafeer
984603746,47.710,8.0,ADELSMANN AS,Butikkhandel med klær
983193641,78.200,60.0,ADEPT PERSONAL AS,Utleie av arbeidskraft
914384427,62.010,9.0,ADERA AS,Programmeringstjenester
993251844,81.210,2.0,ADEXON SERVICES AS,Rengjøring av bygninger
971259302,88.995,9.0,ADHD NORGE,Sosiale velferdsorganisasjoner
912355586,78.200,13.0,ADHOC PERSONELL OG TJENESTER AS,Utleie av arbeidskraft
936523730,46.520,8.0,ADI GLOBAL DISTRIBUTION NORGE AS,Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler
996927741,82.990,5.0,ADICIO AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
914742439,82.990,183.0,ADICIO FM AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
976518292,71.129,25.0,ADIGO AS,Annen teknisk konsulentvirksomhet
987714638,78.200,4.0,ADIMA AS,Utleie av arbeidskraft
914164249,62.020,6.0,ADITE AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
813285762,70.220,24.0,ADITRO BPO AS,Bedriftsrådgivning og annen administrativ rådgivning
913143663,62.020,58.0,ADITRO ENTERPRISE AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
985483892,52.100,84.0,ADITRO LOGISTICS NORWAY AS,Lagring
990153884,69.100,5.0,ADIUS ADVOKATER ANS,Juridisk tjenesteyting
998013593,69.201,7.0,ADIUTARE AS,Regnskap og bokføring
989176013,69.201,67.0,ADMENTO AS,Regnskap og bokføring
987992883,58.290,62.0,ADMINCONTROL AS,Utgivelse av annen programvare
960458052,78.200,59.0,ADMINISTRASJONSKONTORET FOR HAVNEARBEID I DRAMMEN,Utleie av arbeidskraft
981118081,69.201,6.0,ADMINOR AS,Regnskap og bokføring
998628083,69.201,3.0,ADMINSENTER AS,Regnskap og bokføring
996399869,69.100,12.0,ADNOR ADVOKAT AS,Juridisk tjenesteyting
913155572,93.110,108.0,ADO ARENA DRIFT AS,Drift av idrettsanlegg
947812815,62.010,17.0,ADONIS AS,Programmeringstjenester
971474475,88.995,10.0,ADOPSJONSFORUM,Sosiale velferdsorganisasjoner
817987222,96.020,2.0,ADORA FEMME AS,Frisering og annen skjønnhetspleie
885094732,96.020,3.0,ADORN FRISØR AS,Frisering og annen skjønnhetspleie
995981661,43.210,11.0,ADR ELEKTRO AS,Elektrisk installasjonsarbeid
933174697,58.290,29.0,ADRA SOFTWARE AS,Utgivelse av annen programvare
992664568,58.130,228.0,ADRESSEAVISEN AS,Utgivelse av aviser
980707814,82.202,13.0,ADRESSEAVISENS TELEFONTJENESTER AS,Telefonsalg
912173275,56.101,8.0,ADRIATIC + AS,Drift av restauranter og kafeer
996459551,70.210,1.0,ADSEARCH NORGE AS,PR og kommunikasjonstjenester
914912725,45.112,9.0,ADSERØ BIL AS,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
914526698,45.200,8.0,ADSERØ BILVERKSTED AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
980527395,62.010,19.0,ADSTATE AS,Programmeringstjenester
998656117,62.010,5.0,ADVANCED 3D SOLUTIONS AS,Programmeringstjenester
967372668,62.020,84.0,ADVANIA NORGE AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
887471282,30.116,132.0,ADVANTEC AS,Innrednings- og installasjonsarbeid utført på borerigger og moduler
919061308,78.100,8.0,ADVANTEK AS,Rekruttering og formidling av arbeidskraft
893011242,71.129,41.0,ADVANTEK ENGINEERING AS,Annen teknisk konsulentvirksomhet
915813860,62.020,3.0,ADVENIT AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
918326480,62.010,2.0,ADVENTOR AS,Programmeringstjenester
915981747,93.291,10.0,ADVENTUREROOMS NORWAY AS,Opplevelsesaktiviteter
999039715,69.201,4.0,ADVICE INNLANDET AS,Regnskap og bokføring
919298928,70.220,1.0,ADVICEPEOPLE HR SERVICES AS,Bedriftsrådgivning og annen administrativ rådgivning
992058501,70.220,4.0,ADVICIA AS,Bedriftsrådgivning og annen administrativ rådgivning
998877636,69.100,13.0,ADVISO ADVOKATFIRMA AS,Juridisk tjenesteyting
865109032,58.290,12.0,ADVISOR AS,Utgivelse av annen programvare
913300610,71.121,3.0,ADVISORWEST WAARDAL,Byggeteknisk konsulentvirksomhet
998580676,69.100,7.0,ADVOCATOR ADVOKATFIRMA AS,Juridisk tjenesteyting
999201857,69.100,5.0,ADVOKAT ANN HELEN AARØ,Juridisk tjenesteyting
971269006,69.100,2.0,ADVOKAT BJØRN CARLBERG,Juridisk tjenesteyting
974407744,69.100,3.0,ADVOKAT BJØRN O VIKSE,Juridisk tjenesteyting
997039114,69.100,3.0,ADVOKAT BJØRN TORE STEFFENSEN AS,Juridisk tjenesteyting
914845033,69.100,3.0,ADVOKAT BRATTENG AS,Juridisk tjenesteyting
918662200,69.100,2.0,ADVOKAT CHRISTOFFER A. FALKEID,Juridisk tjenesteyting
996002284,69.100,3.0,ADVOKAT ERIK WOLD,Juridisk tjenesteyting
971463414,69.100,6.0,ADVOKAT ERLING FLISNES,Juridisk tjenesteyting
983583822,69.100,3.0,ADVOKAT HALDOR TVEIT,Juridisk tjenesteyting
913719379,69.100,4.0,ADVOKAT HENJUM AS,Juridisk tjenesteyting
818716052,69.100,1.0,ADVOKAT IRENE STEFFENSEN SKINNEMOEN,Juridisk tjenesteyting
